,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,cleaned_text,crowd_ans,page_id_x,count_yes_x,count_no_x,count_na_x,MV,page_id_y,count_yes_y,count_no_y,count_na_y
18,436539.0,アヴェルヌス湖,動物,50,61,イ,50,537,イ,50,62,50,538,,True,,,,,3376,3377,13244,13245,,イ,"no,no,no,no,no,no,no,yes,no,no",,,,,,,,,
19,436539.0,アヴェルヌス湖,国,39,7,イタリア,39,189,イタリア,39,11,39,193,True,True,,True,True,,2378,2382,6651,6655,True,イタリア,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
20,436539.0,アヴェルヌス湖,国,46,58,イタリア,46,333,イタリア,46,62,46,337,,True,,True,True,,2730,2734,10774,10778,,イタリア,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
21,436539.0,アヴェルヌス湖,国,39,7,イタリアカンパニア,39,189,"イタリア</a><br /><a href=""/index.php/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%82%A2%E5%B7%9E"" title=""カンパニア州"">カンパニア",39,16,39,299,,,True,,,,2378,2387,6651,6761,,イタリアカンパニア,"yes,yes,no,yes,yes,yes,nan,yes,yes,yes",,,,,,,,,
22,436539.0,アヴェルヌス湖,所在地,39,7,イタリアカンパニア州,39,189,"イタリア</a><br /><a href=""/index.php/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%82%A2%E5%B7%9E"" title=""カンパニア州"">カンパニア州",39,17,39,300,,,True,,,,2378,2388,6651,6762,,イタリアカンパニア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
23,436539.0,アヴェルヌス湖,国,38,44,カン,38,797,カン,38,46,38,799,,True,,,,,2361,2363,6279,6281,,カン,"no,no,no,no,no,no,no,nan,no,no",,,,,,,,,
24,436539.0,アヴェルヌス湖,所在地,46,63,カンパニア地方,46,443,カンパニア</a>地方,46,70,46,454,True,,,,,,2735,2742,10884,10895,True,カンパニア地方,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
25,436539.0,アヴェルヌス湖,所在地,46,63,カンパニア地方、ポッツォリの北西約4km,46,443,"カンパニア</a>地方、<a href=""/index.php/%E3%83%9D%E3%83%83%E3%83%84%E3%82%A9%E3%83%AA"" class=""mw-redirect"" title=""ポッツォリ"">ポッツォリ</a>の北西約4km",46,83,46,572,,True,,,,,2735,2755,10884,11013,,カンパニア地方、ポッツォリの北西約4km,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
26,436539.0,アヴェルヌス湖,所在地,38,11,カンパニア州,38,334,カンパニア州,38,17,38,340,True,True,,,,,2328,2334,5816,5822,True,カンパニア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
27,436539.0,アヴェルヌス湖,所在地,38,44,カンパニア州,38,797,カンパニア州,38,50,38,803,True,True,,,True,,2361,2367,6279,6285,True,カンパニア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
28,436539.0,アヴェルヌス湖,所在地,39,11,カンパニア州,39,294,カンパニア州,39,17,39,300,True,True,,True,True,,2382,2388,6756,6762,True,カンパニア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
29,436539.0,アヴェルヌス湖,所在地,46,115,カンパニア火山弧,46,794,"カンパニア<a href=""/index.php/%E7%81%AB%E5%B1%B1%E5%BC%A7"" title=""火山弧"">火山弧",46,123,46,863,,,,,True,,2787,2795,11235,11304,,カンパニア火山弧,"no,yes,yes,yes,no,yes,yes,yes,no,no",,,,,,,,,
30,436539.0,アヴェルヌス湖,名前の謂れ,47,69,ギリシャ,47,347,ギリシャ,47,73,47,351,,True,,,,,2897,2901,11688,11692,,ギリシャ,"yes,no,no,no,no,no,no,nan,yes,no",,,,,,,,,
31,436539.0,アヴェルヌス湖,成因,50,114,コッシオの洞窟として知られる戦車が通れる幅を確保した全長1kmの地下通路によってギリシャの植民地クーマエ,50,645,"コッシオの洞窟として知られる<a href=""/index.php/%E3%83%81%E3%83%A3%E3%83%AA%E3%82%AA%E3%83%83%E3%83%88"" title=""チャリオット"">戦車</a>が通れる幅を確保した全長1kmの地下通路によって<a href=""/index.php/%E5%8F%A4%E4%BB%A3%E3%82%AE%E3%83%AA%E3%82%B7%E3%82%A2"" title=""古代ギリシア"">ギリシャ</a>の<a href=""/index.php/%E6%A4%8D%E6%B0%91%E5%9C%B0"" title=""植民地"">植民地</a><a href=""/index.php/%E3%82%AF%E3%83%BC%E3%83%9E%E3%82%A8"" title=""クーマエ"">クーマエ",50,166,50,1023,,,,True,,,3429,3481,13352,13730,,コッシオの洞窟として知られる戦車が通れる幅を確保した全長1kmの地下通路によってギリシャの植民地クーマエ,"no,no,no,no,no,no,no,no,no,yes",,,,,,,,,
32,436539.0,アヴェルヌス湖,所在地,46,93,フレグレイ平野という火山性平野の近く,46,768,フレグレイ平野</a>という火山性平野の近く,46,111,46,790,,True,,True,True,,2765,2783,11209,11231,True,フレグレイ平野という火山性平野の近く,"no,nan,no,yes,yes,nan,yes,yes,yes,yes",,,,,,,,,
33,436539.0,アヴェルヌス湖,所在地,46,71,ポッツォリの北西,46,556,ポッツォリ</a>の北西,46,79,46,568,True,,,,,,2743,2751,10997,11009,,ポッツォリの北西,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",,,,,,,,,
34,436539.0,アヴェルヌス湖,島,40,26,北緯40.83833度,40,601,北緯40.83833度,40,37,40,612,,True,,,,,2416,2427,7533,7544,,北緯4083833度,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
35,436539.0,アヴェルヌス湖,島,40,100,北緯40.83833度,40,1474,北緯40.83833度,40,111,40,1485,,True,,,,,2490,2501,8406,8417,,北緯4083833度,"yes,no,no,no,no,no,no,no,yes,no",,,,,,,,,
36,436539.0,アヴェルヌス湖,座標・緯度,40,26,北緯40.83833度,40,601,北緯40.83833度,40,37,40,612,True,,True,True,True,,2416,2427,7533,7544,,北緯4083833度,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
37,436539.0,アヴェルヌス湖,座標・緯度,40,100,北緯40.83833度,40,1474,北緯40.83833度,40,111,40,1485,True,,True,True,True,,2490,2501,8406,8417,,北緯4083833度,"yes,no,yes,yes,yes,yes,yes,nan,yes,yes",,,,,,,,,
38,436539.0,アヴェルヌス湖,島,40,0,北緯40度50分18秒,40,397,北緯40度50分18秒,40,11,40,408,,True,,,,,2390,2401,7329,7340,,北緯40度50分18秒,"no,no,no,yes,no,no,no,no,no,no",,,,,,,,,
39,436539.0,アヴェルヌス湖,島,40,74,北緯40度50分18秒,40,1270,北緯40度50分18秒,40,85,40,1281,,True,,,,,2464,2475,8202,8213,,北緯40度50分18秒,"no,no,no,nan,yes,no,no,no,yes,no",,,,,,,,,
40,436539.0,アヴェルヌス湖,座標・緯度,40,0,北緯40度50分18秒,40,397,北緯40度50分18秒,40,11,40,408,True,,True,True,True,,2390,2401,7329,7340,,北緯40度50分18秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
41,436539.0,アヴェルヌス湖,座標・緯度,40,74,北緯40度50分18秒,40,1270,北緯40度50分18秒,40,85,40,1281,True,,True,True,True,,2464,2475,8202,8213,,北緯40度50分18秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
42,436539.0,アヴェルヌス湖,国内位置,46,57,南イタリア,46,261,"南<a href=""/index.php/%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2"" title=""イタリア"">イタリア",46,62,46,337,,True,,,,,2729,2734,10702,10778,True,南イタリア,"yes,yes,yes,yes,yes,no,yes,no,yes,yes",,,,,,,,,
43,436539.0,アヴェルヌス湖,所在地,46,57,南イタリア,46,261,"南<a href=""/index.php/%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2"" title=""イタリア"">イタリア",46,62,46,337,,True,,,,,2729,2734,10702,10778,,南イタリア,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
44,436539.0,アヴェルヌス湖,所在地,46,57,南イタリアのカンパニア地方,46,261,"南<a href=""/index.php/%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2"" title=""イタリア"">イタリア</a>の<a href=""/index.php/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%82%A2"" class=""mw-redirect"" title=""カンパニア"">カンパニア</a>地方",46,70,46,454,,,,True,,,2729,2742,10702,10895,,南イタリアのカンパニア地方,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
45,436539.0,アヴェルヌス湖,所在地,46,57,南イタリアのカンパニア地方、ポッツォリの北西約4kmの,46,261,"南<a href=""/index.php/%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2"" title=""イタリア"">イタリア</a>の<a href=""/index.php/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%82%A2"" class=""mw-redirect"" title=""カンパニア"">カンパニア</a>地方、<a href=""/index.php/%E3%83%9D%E3%83%83%E3%83%84%E3%82%A9%E3%83%AA"" class=""mw-redirect"" title=""ポッツォリ"">ポッツォリ</a>の北西約4kmの",46,84,46,573,,,,,True,,2729,2756,10702,11014,,南イタリアのカンパニア地方、ポッツォリの北西約4kmの,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
46,436539.0,アヴェルヌス湖,構成する湖沼,49,97,東湖,49,169,東湖,49,99,49,171,,True,,,,,3297,3299,12689,12691,,東湖,"no,no,no,no,yes,yes,no,yes,yes,no",,,,,,,,,
47,436539.0,アヴェルヌス湖,座標・経度,40,112,東経14.07500,40,1486,東経14.07500,40,122,40,1496,True,,,,,,2502,2512,8418,8428,,東経1407500,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",,,,,,,,,
48,436539.0,アヴェルヌス湖,幅,40,38,東経14.07500度,40,613,東経14.07500度,40,49,40,624,,True,,,,,2428,2439,7545,7556,,東経1407500度,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
49,436539.0,アヴェルヌス湖,幅,40,112,東経14.07500度,40,1486,東経14.07500度,40,123,40,1497,,True,,,,,2502,2513,8418,8429,,東経1407500度,"no,no,no,no,nan,no,no,no,no,no",,,,,,,,,
50,436539.0,アヴェルヌス湖,座標・経度,40,38,東経14.07500度,40,613,東経14.07500度,40,49,40,624,True,,True,True,True,,2428,2439,7545,7556,,東経1407500度,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
51,436539.0,アヴェルヌス湖,座標・経度,40,112,東経14.07500度,40,1486,東経14.07500度,40,123,40,1497,,,True,True,True,,2502,2513,8418,8429,,東経1407500度,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
52,436539.0,アヴェルヌス湖,幅,40,12,東経14度04分30秒,40,440,東経14度04分30秒,40,23,40,451,,True,,,,,2402,2413,7372,7383,,東経14度04分30秒,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
53,436539.0,アヴェルヌス湖,幅,40,86,東経14度04分30秒,40,1313,東経14度04分30秒,40,97,40,1324,,True,,,,,2476,2487,8245,8256,,東経14度04分30秒,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
54,436539.0,アヴェルヌス湖,座標・経度,40,12,東経14度04分30秒,40,440,東経14度04分30秒,40,23,40,451,True,,True,True,True,,2402,2413,7372,7383,,東経14度04分30秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
55,436539.0,アヴェルヌス湖,座標・経度,40,86,東経14度04分30秒,40,1313,東経14度04分30秒,40,97,40,1324,True,,True,True,True,,2476,2487,8245,8256,,東経14度04分30秒,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
56,436539.0,アヴェルヌス湖,水質（淡水・汽水）,45,0,淡水,45,0,淡水,45,2,45,2,,True,True,True,True,True,2647,2649,9879,9881,True,淡水,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
57,436539.0,アヴェルヌス湖,水質（淡水・汽水）,44,3,淡水,44,193,淡水,44,5,44,195,True,,,,,,2642,2644,9835,9837,,淡水,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
58,436539.0,アヴェルヌス湖,種類,47,33,湖,47,210,湖,47,34,47,211,,,,True,True,,2861,2862,11551,11552,True,湖,"yes,no,no,yes,yes,no,yes,yes,yes,yes",,,,,,,,,
59,436539.0,アヴェルヌス湖,種類,46,89,火口湖,46,659,火口湖,46,92,46,662,True,True,True,True,True,,2761,2764,11100,11103,True,火口湖,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
60,436539.0,アヴェルヌス湖,種類,48,130,火山,48,350,火山,48,132,48,352,,,,,True,,3183,3185,12503,12505,,火山,"no,no,no,no,no,yes,yes,yes,yes,yes",,,,,,,,,
61,436539.0,アヴェルヌス湖,形成時期,44,0,火山湖,44,61,火山湖,44,3,44,64,,True,,,,,2639,2642,9703,9706,,火山湖,"no,no,yes,no,no,no,yes,no,no,no",,,,,,,,,
62,436539.0,アヴェルヌス湖,成因,44,0,火山湖,44,61,火山湖,44,3,44,64,True,,True,True,True,,2639,2642,9703,9706,True,火山湖,"yes,no,yes,yes,yes,yes,no,yes,yes,yes",,,,,,,,,
63,436539.0,アヴェルヌス湖,種類,44,0,火山湖,44,61,火山湖,44,3,44,64,,,,,True,,2639,2642,9703,9706,True,火山湖,"no,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
64,436539.0,アヴェルヌス湖,周囲長,46,144,約2km,46,888,約2km,46,148,46,892,True,True,True,True,True,,2816,2820,11329,11333,True,約2km,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
65,436539.0,アヴェルヌス湖,水深,46,151,約60m,46,895,約60m,46,155,46,899,,True,,,True,,2823,2827,11336,11340,True,約60m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
66,436539.0,アヴェルヌス湖,植物,49,52,葡萄,49,120,葡萄,49,54,49,122,,True,,,True,,3252,3254,12640,12642,True,葡萄,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",,,,,,,,,
67,436539.0,アヴェルヌス湖,植物,49,52,葡萄の栽培,49,120,葡萄</a>の栽培,49,57,49,129,True,,,,,,3252,3257,12640,12649,,葡萄の栽培,"yes,yes,yes,nan,yes,yes,yes,no,no,yes",,,,,,,,,
68,436539.0,アヴェルヌス湖,産業,49,52,葡萄の栽培,49,120,葡萄</a>の栽培,49,57,49,129,True,,True,,,,3252,3257,12640,12649,,葡萄の栽培,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
69,3415799.0,イエローヘッド湖,水面標高,38,214,1108 m,38,1005,1108 m,38,220,38,1011,,True,True,True,True,,2579,2585,6140,6146,True,1108 m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,nan",,,,,,,,,
70,3415799.0,イエローヘッド湖,別名,41,39,Yellowhead Creek,41,137,Yellowhead Creek,41,55,41,153,,,,True,,,2785,2801,7184,7200,,Yellowhead Creek,"no,no,yes,no,no,no,yes,no,yes,yes",,,,,,,,,
71,3415799.0,イエローヘッド湖,流入・流出河川,41,39,Yellowhead Creek,41,137,Yellowhead Creek,41,55,41,153,,True,,,True,,2785,2801,7184,7200,True,Yellowhead Creek,"yes,yes,yes,yes,yes,nan,yes,yes,yes,yes",,,,,,,,,
72,3415799.0,イエローヘッド湖,別名,34,16,Yellowhead Lake,34,150,Yellowhead Lake,34,31,34,165,True,,,True,True,,2248,2263,4183,4198,True,Yellowhead Lake,"yes,yes,yes,no,no,no,no,yes,yes,yes",,,,,,,,,
73,3415799.0,イエローヘッド湖,動物,34,16,Yellowhead Lake,34,150,Yellowhead Lake,34,31,34,165,,True,,,,,2248,2263,4183,4198,,Yellowhead Lake,"no,no,no,no,no,no,no,no,no,no",,,,,,,,,
74,3415799.0,イエローヘッド湖,動物,37,5,Yellowhead Lake,37,187,Yellowhead Lake,37,20,37,202,,True,,,,,2320,2335,5042,5057,,Yellowhead Lake,"no,no,no,no,no,no,no,yes,no,no",,,,,,,,,
75,3415799.0,イエローヘッド湖,湖岸の地域区分,38,74,アルバータ州,38,413,アルバータ州,38,80,38,419,,True,,True,,,2439,2445,5548,5554,,アルバータ州,"yes,no,no,yes,no,no,yes,yes,yes,no",,,,,,,,,
76,3415799.0,イエローヘッド湖,流入・流出河川,41,27,イエローヘッド川,41,125,イエローヘッド川,41,35,41,133,True,True,True,True,True,,2773,2781,7172,7180,True,イエローヘッド川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
77,3415799.0,イエローヘッド湖,流入・流出河川,41,68,イエローヘッド川,41,166,イエローヘッド川,41,76,41,174,True,True,,True,True,,2814,2822,7213,7221,True,イエローヘッド川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
78,3415799.0,イエローヘッド湖,別名,34,4,イエローヘッド湖,34,79,イエローヘッド湖,34,12,34,87,,,,True,,,2236,2244,4112,4120,,イエローヘッド湖,"no,no,no,nan,no,no,no,yes,nan,no",,,,,,,,,
79,3415799.0,イエローヘッド湖,種類,41,0,イエローヘッド湖,41,3,イエローヘッド湖,41,8,41,11,,,,True,,,2746,2754,7050,7058,,イエローヘッド湖,"no,no,no,no,yes,no,no,no,no,no",,,,,,,,,
80,3415799.0,イエローヘッド湖,国,34,34,カナダ,34,229,カナダ,34,37,34,232,True,True,True,True,True,,2266,2269,4262,4265,True,カナダ,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
81,3415799.0,イエローヘッド湖,流入・流出河川,41,107,フレーザー川,41,205,フレーザー川,41,113,41,211,,,True,True,True,,2853,2859,7252,7258,,フレーザー川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
82,3415799.0,イエローヘッド湖,流入・流出河川,41,10,フレーザー川,41,104,フレーザー川,41,16,41,110,,,,True,True,,2756,2762,7151,7157,,フレーザー川,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
83,3415799.0,イエローヘッド湖,流入・流出河川,41,92,フレーザー川,41,190,フレーザー川,41,98,41,196,,,,True,True,,2838,2844,7237,7243,,フレーザー川,"yes,yes,yes,no,yes,yes,yes,no,yes,yes",,,,,,,,,
84,3415799.0,イエローヘッド湖,所在地,34,38,ブリティッシュコロンビア州,34,398,ブリティッシュコロンビア州,34,51,34,411,True,True,True,True,True,,2270,2283,4431,4444,True,ブリティッシュコロンビア州,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",,,,,,,,,
85,3415799.0,イエローヘッド湖,所在地,38,9,ブリティッシュコロンビア州,38,173,ブリティッシュコロンビア州,38,22,38,186,,,True,,True,,2374,2387,5308,5321,True,ブリティッシュコロンビア州,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
86,3415799.0,イエローヘッド湖,所在地,38,109,ブリティッシュコロンビア州,38,452,ブリティッシュコロンビア州,38,122,38,465,,,,True,,,2474,2487,5587,5600,,ブリティッシュコロンビア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
87,3415799.0,イエローヘッド湖,湖岸の地域区分,38,60,ブリティッシュコロンビア州,38,308,ブリティッシュコロンビア州,38,73,38,321,,True,,,,,2425,2438,5443,5456,,ブリティッシュコロンビア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
88,3415799.0,イエローヘッド湖,湖岸の地域区分,34,38,ブリティッシュコロンビア州,34,398,ブリティッシュコロンビア州,34,51,34,411,,,,True,,,2270,2283,4431,4444,,ブリティッシュコロンビア州,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
89,3415799.0,イエローヘッド湖,湖岸の地域区分,38,9,ブリティッシュコロンビア州,38,173,ブリティッシュコロンビア州,38,22,38,186,,,,True,,,2374,2387,5308,5321,,ブリティッシュコロンビア州,"yes,yes,yes,nan,yes,no,nan,yes,yes,yes",,,,,,,,,
90,3415799.0,イエローヘッド湖,湖岸の地域区分,38,109,ブリティッシュコロンビア州,38,452,ブリティッシュコロンビア州,38,122,38,465,,,,,True,,2474,2487,5587,5600,,ブリティッシュコロンビア州,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",,,,,,,,,
91,3415799.0,イエローヘッド湖,所在地,38,60,ブリティッシュコロンビア州とアルバータ州,38,308,"ブリティッシュコロンビア州と<a href=""/index.php/%E3%82%A2%E3%83%AB%E3%83%90%E3%83%BC%E3%82%BF%E5%B7%9E"" title=""アルバータ州"">アルバータ州",38,80,38,419,,,True,,,,2425,2445,5443,5554,,ブリティッシュコロンビア州とアルバータ州,"yes,no,no,yes,yes,no,yes,yes,yes,yes",,,,,,,,,
92,3415799.0,イエローヘッド湖,所在地,38,60,ブリティッシュコロンビア州とアルバータ州との,38,308,"ブリティッシュコロンビア州と<a href=""/index.php/%E3%82%A2%E3%83%AB%E3%83%90%E3%83%BC%E3%82%BF%E5%B7%9E"" title=""アルバータ州"">アルバータ州</a>との",38,82,38,425,True,,,,,,2425,2447,5443,5560,,ブリティッシュコロンビア州とアルバータ州との,"no,yes,no,yes,yes,no,yes,yes,yes,no",,,,,,,,,
